"usaf_station","wban_station","date","time","latitude","longitude","elevation","wind_direction","wind_speed","ceiling_height","visibility_distance","temperature","temperature_dewpoint","air_pressure"
"722610","22010",2009-01-03,"1216",29.367,-100.92,31.3,999,0,"00030","000805",12,12,9999.9
"722610","22010",2009-01-03,"1253",29.367,-100.92,31.3,999,0,"00030","000402",11.1,11.1,1006.4
"722610","22010",2009-01-03,"1345",29.367,-100.92,31.3,999,0,"00305","000000",10,10,9999.9
"722610","22010",2009-01-03,"1351",29.367,-100.92,31.3,340,1.5,"00244","000402",11,11,9999.9
"722610","22010",2009-01-03,"1353",29.367,-100.92,31.3,340,2.1,"00244","000402",10.6,10.6,1007.2
"722610","22010",2009-01-03,"1438",29.367,-100.92,31.3,999,0,"00122","001207",11,11,9999.9
"722610","22010",2009-01-03,"1445",29.367,-100.92,31.3,340,1.5,"00122","002816",12,12,9999.9
"722610","22010",2009-01-03,"1451",29.367,-100.92,31.3,999,0,"00122","003219",12,12,9999.9
"722610","22010",2009-01-03,"1453",29.367,-100.92,31.3,999,0,"00122","004023",12.2,12.2,1008.1
"722610","22010",2009-01-03,"1511",29.367,-100.92,31.3,999,0,"00122","004828",12,12,9999.9
"722610","22010",2009-01-03,"1553",29.367,-100.92,31.3,999,0,"00122","008047",13.3,13.3,1008.7
"722610","22010",2009-01-03,"1653",29.367,-100.92,31.3,999,0,"00122","006437",16.1,15,1008.5
"722610","22010",2009-01-03,"1718",29.367,-100.92,31.3,200,1.5,"22000","009656",17,15,9999.9
"722610","22010",2009-01-03,"1753",29.367,-100.92,31.3,999,0,"22000","011265",18.3,15,1008
"722610","22010",2009-01-03,"1800",29.367,-100.933,31.4,999,0,"22000","011000",18.3,15,1008
"722610","22010",2009-01-03,"1853",29.367,-100.92,31.3,999,0,"22000","016093",21.1,15,1006.6
"722610","22010",2009-01-03,"1953",29.367,-100.92,31.3,999,0,"22000","016093",23.9,12.8,1005.4
"722610","22010",2009-01-03,"2053",29.367,-100.92,31.3,350,3.6,"22000","016093",27.8,4.4,1004.7
"722610","22010",2009-01-03,"2153",29.367,-100.92,31.3,260,1.5,"22000","016093",27.8,2.2,1004.4
"722610","22010",2009-01-03,"2253",29.367,-100.92,31.3,360,1.5,"22000","016093",28.3,2.8,1004.9
"722610","22010",2009-01-03,"2353",29.367,-100.92,31.3,340,2.1,"22000","016093",23.9,3.9,1005.2
"722610","22010",2009-01-04,"0000",29.367,-100.933,31.4,340,2.1,"22000","016000",23.9,3.9,1005.2
"722610","22010",2009-01-04,"0053",29.367,-100.92,31.3,10,1.5,"22000","016093",18.9,5,1006.1
"722610","22010",2009-01-04,"0153",29.367,-100.92,31.3,999,0,"22000","016093",17.2,5.6,1006.9
"722610","22010",2009-01-04,"0253",29.367,-100.92,31.3,999,0,"22000","016093",15,6.7,1007.6
"722610","22010",2009-01-04,"0353",29.367,-100.92,31.3,350,1.5,"22000","016093",15,5.6,1007.8
"722610","22010",2009-01-04,"0453",29.367,-100.92,31.3,999,0,"22000","016093",11.7,6.7,1008.3
"722610","22010",2009-01-04,"0553",29.367,-100.92,31.3,999,0,"22000","016093",10.6,6.1,1008.7
"722610","22010",2009-01-04,"0559",29.367,-100.92,31.3,999,999.9,"99999","999999",999.9,999.9,9999.9
"722610","22010",2009-01-04,"0600",29.367,-100.933,31.4,999,0,"22000","016000",10.6,6.1,1008.7
"722610","22010",2009-01-04,"0653",29.367,-100.92,31.3,999,0,"22000","016093",10.6,6.7,1009
"722610","22010",2009-01-04,"0753",29.367,-100.92,31.3,350,1.5,"22000","016093",11.1,7.8,1008.7
"722610","22010",2009-01-04,"0853",29.367,-100.92,31.3,999,0,"22000","016093",10,7.2,1008.7
"722610","22010",2009-01-04,"0953",29.367,-100.92,31.3,999,0,"22000","016093",8.9,6.7,1008.8
"722610","22010",2009-01-04,"1053",29.367,-100.92,31.3,300,2.6,"22000","016093",8.9,7.2,1009
"722610","22010",2009-01-04,"1153",29.367,-100.92,31.3,999,0,"22000","016093",8.3,6.7,1010
"722610","22010",2009-01-04,"1200",29.367,-100.933,31.4,999,0,"22000","016000",8.3,6.7,1010
"722610","22010",2009-01-04,"1253",29.367,-100.92,31.3,300,1.5,"22000","016093",9.4,7.8,1011.2
"722610","22010",2009-01-04,"1353",29.367,-100.92,31.3,320,3.6,"22000","016093",10.6,6.1,1013
"722610","22010",2009-01-04,"1453",29.367,-100.92,31.3,350,6.7,"22000","016093",13.3,1.7,1014.4
"722610","22010",2009-01-04,"1553",29.367,-100.92,31.3,320,5.7,"22000","016093",11.1,-1.1,1016.9
"722610","22010",2009-01-04,"1653",29.367,-100.92,31.3,320,7.2,"01006","016093",10,-2.2,1019.3
"722610","22010",2009-01-04,"1753",29.367,-100.92,31.3,320,8.8,"01067","016093",8.9,-3.9,1020
"722610","22010",2009-01-04,"1800",29.367,-100.933,31.4,320,8.7,"99999","016000",8.9,-3.9,1020
"722610","22010",2009-01-04,"1853",29.367,-100.92,31.3,340,8.8,"00945","016093",9.4,-5,1019.8
"722610","22010",2009-01-04,"1953",29.367,-100.92,31.3,330,8.2,"01006","016093",9.4,-5,1019.3
"722610","22010",2009-01-04,"2053",29.367,-100.92,31.3,340,7.2,"01006","016093",10.6,-5,1019.1
"722610","22010",2009-01-04,"2153",29.367,-100.92,31.3,350,6.7,"01067","016093",10.6,-5.6,1019.3
"722610","22010",2009-01-04,"2253",29.367,-100.92,31.3,360,6.7,"01067","016093",10.6,-5.6,1019.6
"722610","22010",2009-01-04,"2353",29.367,-100.92,31.3,350,5.7,"01067","016093",10,-6.1,1020
"722610","22010",2009-01-05,"0000",29.367,-100.933,31.4,350,5.7,"99999","016000",10,-6.1,1020
"722610","22010",2009-01-05,"0053",29.367,-100.92,31.3,360,4.6,"01006","016093",10,-6.1,1020.6
"722610","22010",2009-01-05,"0153",29.367,-100.92,31.3,340,5.7,"01067","016093",10,-6.1,1021.4
"722610","22010",2009-01-05,"0253",29.367,-100.92,31.3,340,5.1,"01067","016093",10,-6.1,1022.2
"722610","22010",2009-01-05,"0353",29.367,-100.92,31.3,340,5.1,"01250","016093",10,-6.1,1022.7
"722610","22010",2009-01-05,"0453",29.367,-100.92,31.3,350,5.7,"01311","016093",9.4,-5.6,1023.2
"722610","22010",2009-01-05,"0553",29.367,-100.92,31.3,360,3.1,"01311","016093",8.9,-5,1023
"722610","22010",2009-01-05,"0559",29.367,-100.92,31.3,999,999.9,"99999","999999",999.9,999.9,9999.9
"722610","22010",2009-01-05,"0600",29.367,-100.933,31.4,360,3.1,"99999","016000",8.9,-5,1023
"722610","22010",2009-01-05,"0653",29.367,-100.92,31.3,340,3.6,"03048","016093",7.8,-3.9,1022.4
"722610","22010",2009-01-05,"0753",29.367,-100.92,31.3,340,3.6,"03048","016093",7.2,-3.3,1022.2
"722610","22010",2009-01-05,"0853",29.367,-100.92,31.3,340,5.7,"22000","016093",6.7,-6.1,1022
"722610","22010",2009-01-05,"0953",29.367,-100.92,31.3,320,2.6,"02134","016093",4.4,0,1022.1
"722610","22010",2009-01-05,"1053",29.367,-100.92,31.3,350,3.6,"01128","016093",4.4,-0.6,1021.6
"722610","22010",2009-01-05,"1153",29.367,-100.92,31.3,320,3.1,"01128","016093",4.4,-1.7,1021.4
"722610","22010",2009-01-05,"1200",29.367,-100.933,31.4,320,3.1,"99999","016000",4.4,-1.7,1021.4
"722610","22010",2009-01-05,"1253",29.367,-100.92,31.3,320,3.1,"01128","016093",3.9,0,1022.1
"722610","22010",2009-01-05,"1353",29.367,-100.92,31.3,320,4.1,"01128","016093",3.3,-1.1,1022.4
"722610","22010",2009-01-05,"1453",29.367,-100.92,31.3,330,3.6,"01067","016093",3.9,-1.1,1022.4
"722610","22010",2009-01-05,"1553",29.367,-100.92,31.3,320,5.7,"01067","016093",4.4,-2.2,1022.6
"722610","22010",2009-01-05,"1653",29.367,-100.92,31.3,330,3.6,"01067","016093",5,-2.2,1022
"722610","22010",2009-01-05,"1753",29.367,-100.92,31.3,340,5.1,"01067","016093",6.7,-2.8,1020.8
"722610","22010",2009-01-05,"1800",29.367,-100.933,31.4,340,5.1,"99999","016000",6.7,-2.8,1020.8
"722610","22010",2009-01-05,"1853",29.367,-100.92,31.3,350,5.1,"01067","016093",7.2,-3.3,1018.6
"722610","22010",2009-01-05,"1953",29.367,-100.92,31.3,350,3.6,"01006","016093",7.8,-3.9,1016.6
"722610","22010",2009-01-05,"2053",29.367,-100.92,31.3,340,3.6,"01006","016093",8.3,-3.9,1015.7
"722610","22010",2009-01-05,"2153",29.367,-100.92,31.3,340,3.6,"01006","016093",8.9,-3.3,1014.8
"722610","22010",2009-01-05,"2253",29.367,-100.92,31.3,10,2.1,"22000","016093",8.3,-3.9,1014.1
"722610","22010",2009-01-05,"2353",29.367,-100.92,31.3,999,0,"22000","016093",8.3,-3.3,1014
"722610","22010",2009-01-06,"0000",29.367,-100.933,31.4,999,0,"22000","016000",8.3,-3.3,1014
"722610","22010",2009-01-06,"0053",29.367,-100.92,31.3,999,0,"22000","016093",7.8,-1.7,1013.1
"722610","22010",2009-01-06,"0153",29.367,-100.92,31.3,160,1.5,"22000","016093",7.8,-1.7,1012.7
"722610","22010",2009-01-06,"0253",29.367,-100.92,31.3,140,2.1,"03353","016093",7.8,-1.1,1012.1
"722610","22010",2009-01-06,"0353",29.367,-100.92,31.3,999,0,"22000","016093",7.2,-1.1,1012.7
"722610","22010",2009-01-06,"0453",29.367,-100.92,31.3,120,1.5,"22000","016093",7.2,-1.7,1012.2
"722610","22010",2009-01-06,"0553",29.367,-100.92,31.3,999,0,"03353","016093",7.2,1.7,1011.9
"722610","22010",2009-01-06,"0559",29.367,-100.92,31.3,999,999.9,"99999","999999",999.9,999.9,9999.9
"722610","22010",2009-01-06,"0600",29.367,-100.933,31.4,999,0,"99999","016000",7.2,1.7,1011.9
"722610","22010",2009-01-06,"0653",29.367,-100.92,31.3,999,0,"22000","016093",6.7,2.2,1010.8
"722610","22010",2009-01-06,"0753",29.367,-100.92,31.3,130,1.5,"03353","016093",6.7,2.2,1009.6
"722610","22010",2009-01-06,"0853",29.367,-100.92,31.3,999,0,"03353","016093",6.1,2.8,1008.9
"722610","22010",2009-01-06,"0953",29.367,-100.92,31.3,120,2.6,"22000","016093",6.1,2.8,1008.6
"722610","22010",2009-01-06,"1053",29.367,-100.92,31.3,130,2.1,"03048","016093",5.6,2.8,1008.1
"722610","22010",2009-01-06,"1153",29.367,-100.92,31.3,130,2.6,"22000","016093",5.6,3.3,1007.9
"722610","22010",2009-01-06,"1200",29.367,-100.933,31.4,130,2.6,"22000","016000",5.6,3.3,1007.9
"722610","22010",2009-01-06,"1253",29.367,-100.92,31.3,120,2.1,"22000","016093",4.4,2.8,1008.2
"722610","22010",2009-01-06,"1353",29.367,-100.92,31.3,60,1.5,"22000","016093",3.9,2.8,1008.9
"722610","22010",2009-01-06,"1453",29.367,-100.92,31.3,999,0,"22000","016093",6.1,2.8,1009.5
"722610","22010",2009-01-06,"1553",29.367,-100.92,31.3,140,2.6,"22000","016093",7.8,2.8,1009.6
"722610","22010",2009-01-06,"1653",29.367,-100.92,31.3,999,0,"22000","016093",10,3.3,1009.4
"722610","22010",2009-01-06,"1753",29.367,-100.92,31.3,999,0,"22000","016093",12.8,2.2,1008.7
"722610","22010",2009-01-06,"1800",29.367,-100.933,31.4,999,0,"22000","016000",12.8,2.2,1008.7
"722610","22010",2009-01-06,"1853",29.367,-100.92,31.3,280,7.2,"22000","016093",17.2,0.6,1007.5
"722610","22010",2009-01-06,"1953",29.367,-100.92,31.3,280,14.4,"22000","016093",21.1,-3.9,1006.1
"722610","22010",2009-01-06,"2053",29.367,-100.92,31.3,280,11.3,"22000","016093",21.7,-4.4,1005.9
"722610","22010",2009-01-06,"2153",29.367,-100.92,31.3,290,11.8,"22000","016093",20.6,-5,1006.5
"722610","22010",2009-01-06,"2253",29.367,-100.92,31.3,280,11.8,"22000","016093",20.6,-6.1,1007.2
"722610","22010",2009-01-06,"2353",29.367,-100.92,31.3,280,9.3,"22000","016093",18.9,-6.1,1008.3
"722610","22010",2009-01-07,"0000",29.367,-100.933,31.4,280,9.3,"22000","016000",18.9,-6.1,1008.3
"722610","22010",2009-01-07,"0053",29.367,-100.92,31.3,320,4.1,"22000","016093",16.7,-3.3,1010.2
"722610","22010",2009-01-07,"0153",29.367,-100.92,31.3,999,0,"22000","016093",12.8,-2.2,1011.6
"722610","22010",2009-01-07,"0253",29.367,-100.92,31.3,230,2.1,"22000","016093",11.7,-2.8,1013.2
"722610","22010",2009-01-07,"0353",29.367,-100.92,31.3,300,2.1,"22000","016093",9.4,-1.7,1013.8
"722610","22010",2009-01-07,"0453",29.367,-100.92,31.3,999,0,"22000","016093",7.2,-1.7,1014.9
"722610","22010",2009-01-07,"0553",29.367,-100.92,31.3,330,3.1,"22000","016093",7.2,-2.8,1014.4
"722610","22010",2009-01-07,"0559",29.367,-100.92,31.3,999,999.9,"99999","999999",999.9,999.9,9999.9
"722610","22010",2009-01-07,"0600",29.367,-100.933,31.4,330,3.1,"22000","016000",7.2,-2.8,1014.4
"722610","22010",2009-01-07,"0653",29.367,-100.92,31.3,360,2.6,"22000","016093",7.2,2.2,1014.5
"722610","22010",2009-01-07,"0753",29.367,-100.92,31.3,90,2.1,"22000","016093",6.7,0.6,1014.4
"722610","22010",2009-01-07,"0853",29.367,-100.92,31.3,999,0,"22000","016093",4.4,-0.6,1014.5
"722610","22010",2009-01-07,"0953",29.367,-100.92,31.3,40,1.5,"22000","016093",2.8,-1.7,1014.7
"722610","22010",2009-01-07,"1053",29.367,-100.92,31.3,20,2.1,"22000","016093",3.3,-3.3,1014.2
"722610","22010",2009-01-07,"1153",29.367,-100.92,31.3,330,3.1,"22000","016093",0,-3.3,1014.1
"722610","22010",2009-01-07,"1200",29.367,-100.933,31.4,330,3.1,"22000","016000",0,-3.3,1014.1
"722610","22010",2009-01-07,"1253",29.367,-100.92,31.3,150,1.5,"22000","016093",3.3,-1.7,1014
"722610","22010",2009-01-07,"1353",29.367,-100.92,31.3,999,0,"22000","016093",2.2,-2.8,1015.1
"722610","22010",2009-01-07,"1453",29.367,-100.92,31.3,999,0,"22000","016093",6.1,-1.1,1016.1
"722610","22010",2009-01-07,"1553",29.367,-100.92,31.3,999,0,"22000","016093",10.6,-2.2,1016.2
"722610","22010",2009-01-07,"1653",29.367,-100.92,31.3,999,0,"22000","016093",13.9,-3.3,1015.1
"722610","22010",2009-01-07,"1753",29.367,-100.92,31.3,999,0,"22000","016093",16.7,-5,1014.3
"722610","22010",2009-01-07,"1800",29.367,-100.933,31.4,999,0,"22000","016000",16.7,-5,1014.3
"722610","22010",2009-01-07,"1853",29.367,-100.92,31.3,120,2.6,"22000","016093",19.4,-6.1,1012.3
"722610","22010",2009-01-07,"1953",29.367,-100.92,31.3,999,0,"22000","016093",21.1,-8.9,1010.8
"722610","22010",2009-01-07,"2053",29.367,-100.92,31.3,999,0,"22000","016093",22.2,-8.9,1010.2
"722610","22010",2009-01-07,"2153",29.367,-100.92,31.3,999,0,"22000","016093",23.3,-9.4,1009.9
"722610","22010",2009-01-07,"2253",29.367,-100.92,31.3,290,4.6,"22000","016093",22.8,-9.4,1009.5
"722610","22010",2009-01-07,"2353",29.367,-100.92,31.3,290,2.1,"22000","016093",20.6,-8.3,1010
"722610","22010",2009-01-08,"0000",29.367,-100.933,31.4,290,2.1,"22000","016000",20.6,-8.3,1010
"722610","22010",2009-01-08,"0053",29.367,-100.92,31.3,999,0,"22000","016093",19.4,-8.3,1010.2
"722610","22010",2009-01-08,"0153",29.367,-100.92,31.3,999,0,"22000","016093",16.1,-6.7,1010.8
"722610","22010",2009-01-08,"0253",29.367,-100.92,31.3,999,0,"22000","016093",14.4,-6.7,1011.6
"722610","22010",2009-01-08,"0353",29.367,-100.92,31.3,50,1.5,"22000","016093",10,-3.9,1012.2
"722610","22010",2009-01-08,"0453",29.367,-100.92,31.3,999,0,"22000","016093",8.9,-3.9,1012.6
"722610","22010",2009-01-08,"0553",29.367,-100.92,31.3,999,0,"22000","016093",6.7,-3.3,1012.9
"722610","22010",2009-01-08,"0559",29.367,-100.92,31.3,999,999.9,"99999","999999",999.9,999.9,9999.9
"722610","22010",2009-01-08,"0600",29.367,-100.933,31.4,999,0,"22000","016000",6.7,-3.3,1012.9
"722610","22010",2009-01-08,"0653",29.367,-100.92,31.3,30,2.1,"22000","016093",7.2,-1.7,1012.4
"722610","22010",2009-01-08,"0753",29.367,-100.92,31.3,120,1.5,"22000","016093",5,-1.1,1012.9
"722610","22010",2009-01-08,"0853",29.367,-100.92,31.3,999,0,"22000","016093",4.4,-2.2,1012.5
"722610","22010",2009-01-08,"0953",29.367,-100.92,31.3,340,1.5,"22000","016093",5,-3.3,1012.9
"722610","22010",2009-01-08,"1053",29.367,-100.92,31.3,999,0,"22000","016093",3.9,-1.7,1012.9
